AeroDyn airfoil file Created with QBlade v0.963 64bit on 04.04.2021 at 22:21:37 Compatible with AeroDyn v13.0.
Polar "T1_Re0.082_M0.00_N9.0 360 M" on Foil "T1_Re0.082_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
9.00           Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-1.51          Angle of attack for zero Cn for linear Cn curve (deg)
6.51457        Cn slope for zero lift for linear Cn curve (1/rad)
-0.6393        Cn at stall value for positive angle of attack for linear Cn curve
-0.6325        Cn at stall value for negative angle of attack for linear Cn curve
4.00           Angle of attack for minimum CD (deg)
0.0199         Minimum CD value
   -120.00    0.4787    1.2736
   -119.00    0.4631    1.2983
   -118.00    0.4471    1.3225
   -117.00    0.4307    1.3461
   -116.00    0.4138    1.3691
   -115.00    0.3967    1.3914
   -114.00    0.3791    1.4132
   -113.00    0.3613    1.4342
   -112.00    0.3432    1.4545
   -111.00    0.3248    1.4741
   -110.00    0.3062    1.4929
   -109.00    0.2868    1.5110
   -108.00    0.2678    1.5282
   -107.00    0.2485    1.5447
   -106.00    0.2291    1.5603
   -105.00    0.2096    1.5750
   -104.00    0.1899    1.5889
   -103.00    0.1702    1.6019
   -102.00    0.1503    1.6140
   -101.00    0.1304    1.6252
   -100.00    0.1104    1.6354
    -99.00    0.0904    1.6447
    -98.00    0.0704    1.6531
    -97.00    0.0503    1.6605
    -96.00    0.0303    1.6669
    -95.00    0.0103    1.6723
    -94.00   -0.0096    1.6768
    -93.00   -0.0294    1.6803
    -92.00   -0.0492    1.6828
    -91.00   -0.0689    1.6843
    -90.00   -0.0885    1.6848
    -89.00   -0.1080    1.6843
    -88.00   -0.1273    1.6828
    -87.00   -0.1464    1.6803
    -86.00   -0.1654    1.6768
    -85.00   -0.1843    1.6723
    -84.00   -0.2029    1.6669
    -83.00   -0.2213    1.6605
    -82.00   -0.2395    1.6531
    -81.00   -0.2574    1.6447
    -80.00   -0.2751    1.6354
    -79.00   -0.2926    1.6251
    -78.00   -0.3098    1.6140
    -77.00   -0.3266    1.6019
    -76.00   -0.3432    1.5889
    -75.00   -0.3595    1.5750
    -74.00   -0.3754    1.5602
    -73.00   -0.3910    1.5446
    -72.00   -0.4063    1.5282
    -71.00   -0.4212    1.5109
    -70.00   -0.4357    1.4929
    -69.00   -0.4498    1.4740
    -68.00   -0.4635    1.4544
    -67.00   -0.4768    1.4341
    -66.00   -0.4897    1.4131
    -65.00   -0.5021    1.3914
    -64.00   -0.5141    1.3690
    -63.00   -0.5256    1.3460
    -62.00   -0.5367    1.3224
    -61.00   -0.5472    1.2982
    -60.00   -0.5572    1.2735
    -59.00   -0.5668    1.2483
    -58.00   -0.5758    1.2225
    -57.00   -0.5842    1.1963
    -56.00   -0.5921    1.1697
    -55.00   -0.5995    1.1426
    -54.00   -0.6063    1.1152
    -53.00   -0.6125    1.0875
    -52.00   -0.6181    1.0595
    -51.00   -0.6231    1.0311
    -50.00   -0.6274    1.0026
    -49.00   -0.6312    0.9739
    -48.00   -0.6343    0.9449
    -47.00   -0.6368    0.9159
    -46.00   -0.6387    0.8867
    -45.00   -0.6399    0.8575
    -44.00   -0.6404    0.8283
    -43.00   -0.6402    0.7991
    -42.00   -0.6394    0.7699
    -41.00   -0.6380    0.7407
    -40.00   -0.6358    0.7117
    -39.00   -0.6330    0.6829
    -38.00   -0.6295    0.6542
    -37.00   -0.6254    0.6257
    -36.00   -0.6207    0.5974
    -35.00   -0.6153    0.5695
    -34.00   -0.6093    0.5418
    -33.00   -0.6028    0.5145
    -32.00   -0.5958    0.4875
    -31.00   -0.5885    0.4610
    -30.00   -0.5808    0.4348
    -29.00   -0.5730    0.4091
    -28.00   -0.5653    0.3838
    -27.00   -0.5581    0.3590
    -26.00   -0.5519    0.3346
    -25.00   -0.5475    0.3106
    -24.00   -0.5464    0.2869
    -23.00   -0.5508    0.2634
    -22.00   -0.5646    0.2398
    -21.00   -0.5947    0.2157
    -20.00   -0.6415    0.2550
    -19.50   -0.6281    0.2512
    -19.00   -0.6155    0.2484
    -18.50   -0.6038    0.2461
    -18.00   -0.5930    0.2437
    -16.00   -0.5383    0.2092
    -15.50   -0.5221    0.1994
    -15.00   -0.5080    0.1924
    -14.50   -0.4944    0.1862
    -14.00   -0.4811    0.1801
    -13.50   -0.4682    0.1741
    -13.00   -0.4559    0.1686
    -12.50   -0.4476    0.1668
    -12.00   -0.4470    0.1675
    -11.50   -0.4486    0.1672
    -11.00   -0.4145    0.1455
    -10.50   -0.3974    0.1382
    -10.00   -0.3858    0.1329
     -9.50   -0.3750    0.1283
     -9.00   -0.3689    0.1262
     -8.50   -0.3718    0.1259
     -8.00   -0.3682    0.1244
     -7.50   -0.3513    0.1210
     -7.00   -0.3283    0.1164
     -6.50   -0.3202    0.1036
     -6.00   -0.3095    0.0944
     -5.50   -0.2976    0.0884
     -5.00   -0.2883    0.0839
     -4.50   -0.2770    0.0798
     -4.00   -0.2559    0.0756
     -3.50   -0.1956    0.0741
     -3.00   -0.1334    0.0720
     -2.50   -0.1104    0.0615
     -2.00   -0.0829    0.0555
     -1.50    0.0013    0.0517
     -1.00    0.0873    0.0471
      0.00    0.2422    0.0383
      1.50    0.5106    0.0300
      2.00    0.6009    0.0286
      2.50    0.7008    0.0272
      3.00    0.8131    0.0255
      3.50    0.9461    0.0217
      4.00    1.0258    0.0199
      5.00    1.1026    0.0229
      5.50    1.1372    0.0257
      6.00    1.1707    0.0289
      6.50    1.2168    0.0319
      7.00    1.2707    0.0366
      7.50    1.3244    0.0424
      8.00    1.3666    0.0474
      8.50    1.3899    0.0556
      9.00    1.4150    0.0642
     11.00    1.0813    0.1502
     11.50    1.0982    0.1583
     12.00    1.1169    0.1710
     12.50    1.0908    0.1763
     13.00    1.1390    0.1906
     13.50    1.0908    0.1937
     14.00    1.1348    0.2066
     14.50    1.1028    0.2092
     15.00    1.1368    0.2218
     15.50    1.1159    0.2250
     16.00    1.1446    0.2343
     16.50    1.1440    0.2474
     17.00    1.1340    0.2527
     17.50    1.1423    0.2617
     18.00    1.1629    0.2730
     18.50    1.1714    0.2904
     19.00    1.1620    0.2951
     19.50    1.1593    0.3024
     20.00    1.1620    0.3122
     21.00    1.1956    0.1936
     22.00    1.2027    0.2148
     23.00    1.2096    0.2370
     24.00    1.2165    0.2601
     25.00    1.2233    0.2841
     26.00    1.2302    0.3090
     27.00    1.2371    0.3347
     28.00    1.2441    0.3612
     29.00    1.2510    0.3884
     30.00    1.2580    0.4163
     31.00    1.2649    0.4448
     32.00    1.2717    0.4739
     33.00    1.2783    0.5036
     34.00    1.2847    0.5337
     35.00    1.2909    0.5644
     36.00    1.2967    0.5955
     37.00    1.3021    0.6270
     38.00    1.3071    0.6588
     39.00    1.3116    0.6909
     40.00    1.3155    0.7233
     41.00    1.3189    0.7559
     42.00    1.3215    0.7887
     43.00    1.3234    0.8217
     44.00    1.3246    0.8547
     45.00    1.3249    0.8878
     46.00    1.3244    0.9209
     47.00    1.3230    0.9540
     48.00    1.3207    0.9871
     49.00    1.3174    1.0200
     50.00    1.3130    1.0528
     51.00    1.3077    1.0854
     52.00    1.3013    1.1178
     53.00    1.2938    1.1499
     54.00    1.2851    1.1817
     55.00    1.2754    1.2132
     56.00    1.2645    1.2443
     57.00    1.2524    1.2749
     58.00    1.2392    1.3051
     59.00    1.2247    1.3348
     60.00    1.2091    1.3640
     61.00    1.1923    1.3926
     62.00    1.1743    1.4206
     63.00    1.1550    1.4480
     64.00    1.1346    1.4747
     65.00    1.1130    1.5007
     66.00    1.0902    1.5260
     67.00    1.0663    1.5505
     68.00    1.0412    1.5742
     69.00    1.0149    1.5970
     70.00    0.9875    1.6190
     71.00    0.9591    1.6402
     72.00    0.9295    1.6604
     73.00    0.8989    1.6797
     74.00    0.8672    1.6980
     75.00    0.8346    1.7154
     76.00    0.8010    1.7317
     77.00    0.7665    1.7471
     78.00    0.7311    1.7614
     79.00    0.6948    1.7746
     80.00    0.6577    1.7868
     81.00    0.6198    1.7979
     82.00    0.5812    1.8078
     83.00    0.5419    1.8167
     84.00    0.5020    1.8244
     85.00    0.4615    1.8310
     86.00    0.4204    1.8365
     87.00    0.3789    1.8408
     88.00    0.3369    1.8440
     89.00    0.2946    1.8460
     90.00    0.2519    1.8468
     91.00    0.2089    1.8465
     92.00    0.1657    1.8450
     93.00    0.1224    1.8424
     94.00    0.0790    1.8386
     95.00    0.0355    1.8337
     96.00   -0.0079    1.8276
     97.00   -0.0513    1.8204
     98.00   -0.0945    1.8121
     99.00   -0.1375    1.8027
    100.00   -0.1803    1.7921
    101.00   -0.2227    1.7805
    102.00   -0.2648    1.7678
    103.00   -0.3064    1.7541
    104.00   -0.3475    1.7393
    105.00   -0.3880    1.7235
    106.00   -0.4279    1.7067
    107.00   -0.4671    1.6890
    108.00   -0.5056    1.6703
    109.00   -0.5790    1.6506
    110.00   -0.6152    1.6301
    111.00   -0.6504    1.6087
    112.00   -0.6847    1.5864
    113.00   -0.7181    1.5633
    114.00   -0.7504    1.5395
    115.00   -0.7816    1.5149
    116.00   -0.8116    1.4895
    117.00   -0.8405    1.4635
    118.00   -0.8682    1.4367
    119.00   -0.8946    1.4094
    120.00   -0.9197    1.3815
    121.00   -0.9434    1.3530
    122.00   -0.9658    1.3240
    123.00   -0.9868    1.2945
    124.00   -1.0064    1.2645
    125.00   -1.0245    1.2342
    126.00   -1.0411    1.2035
    127.00   -1.0562    1.1724
    128.00   -1.0698    1.1411
    129.00   -1.0819    1.1095
    130.00   -1.0923    1.0776
    131.00   -1.1013    1.0456
    132.00   -1.1086    1.0135
    133.00   -1.1144    0.9813
    134.00   -1.1186    0.9490
    135.00   -1.1212    0.9167
    136.00   -1.1223    0.8845
    137.00   -1.1218    0.8522
    138.00   -1.1197    0.8201
    139.00   -1.1161    0.7882
    140.00   -1.1109    0.7564
    141.00   -1.1042    0.7249
    142.00   -1.0961    0.6936
    143.00   -1.0865    0.6626
    144.00   -1.0754    0.6319
    145.00   -1.0629    0.6017
    146.00   -1.0491    0.5718
    147.00   -1.0339    0.5424
    148.00   -1.0175    0.5134
    149.00   -0.9998    0.4850
    150.00   -0.9809    0.4571
    151.00   -0.9608    0.4298
    152.00   -0.9397    0.4032
    153.00   -0.9175    0.3771
    154.00   -0.8944    0.3518
    155.00   -0.8705    0.3271
    156.00   -0.8458    0.3032
    157.00   -0.8204    0.2801
    158.00   -0.7944    0.2578
    159.00   -0.7681    0.2362
    160.00   -0.7416    0.2156
    161.00   -0.7151    0.1957
    162.00   -0.6890    0.1768
    163.00   -0.6636    0.1588
    164.00   -0.6394    0.1417
    165.00   -0.6173    0.1255
    166.00   -0.5982    0.1104
    167.00   -0.5836    0.0962
    168.00   -0.5754    0.0830
    169.00   -0.5761    0.0708
    170.00   -0.5886    0.0596
    171.00   -0.6139    0.0495
    172.00   -0.6480    0.0404
    173.00   -0.6755    0.0323
    174.00   -0.6717    0.0254
    175.00   -0.6195    0.0194
    176.00   -0.5257    0.0146
    177.00   -0.4106    0.0108
    178.00   -0.2896    0.0082
    179.00   -0.1680    0.0065
    180.00   -0.0464    0.0060
    180.00   -0.0464    0.0060
