AeroDyn airfoil file Created with QBlade v0.963 64bit on 04.04.2021 at 22:21:37 Compatible with AeroDyn v13.0.
Polar "T1_Re0.082_M0.00_N9.0 360 M" on Foil "T1_Re0.082_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
12.50          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-1.88          Angle of attack for zero Cn for linear Cn curve (deg)
10.49067       Cn slope for zero lift for linear Cn curve (1/rad)
-0.5239        Cn at stall value for positive angle of attack for linear Cn curve
-0.5525        Cn at stall value for negative angle of attack for linear Cn curve
7.50           Angle of attack for minimum CD (deg)
0.0243         Minimum CD value
   -138.00    0.5201    0.7551
   -137.00    0.5140    0.7837
   -136.00    0.5073    0.8124
   -135.00    0.5000    0.8411
   -134.00    0.4922    0.8697
   -133.00    0.4839    0.8983
   -132.00    0.4750    0.9267
   -131.00    0.4657    0.9551
   -130.00    0.4560    0.9833
   -129.00    0.4458    1.0113
   -128.00    0.4353    1.0390
   -127.00    0.4244    1.0665
   -126.00    0.4132    1.0937
   -125.00    0.4017    1.1206
   -124.00    0.3899    1.1471
   -123.00    0.3779    1.1733
   -122.00    0.3656    1.1990
   -121.00    0.3531    1.2242
   -120.00    0.3404    1.2490
   -119.00    0.3276    1.2733
   -118.00    0.3146    1.2970
   -117.00    0.3015    1.3202
   -116.00    0.2883    1.3427
   -115.00    0.2750    1.3647
   -114.00    0.2616    1.3860
   -113.00    0.2482    1.4066
   -112.00    0.2347    1.4265
   -111.00    0.2212    1.4458
   -110.00    0.2076    1.4642
   -109.00    0.1936    1.4820
   -108.00    0.1800    1.4989
   -107.00    0.1665    1.5150
   -106.00    0.1530    1.5304
   -105.00    0.1395    1.5448
   -104.00    0.1260    1.5585
   -103.00    0.1126    1.5712
   -102.00    0.0992    1.5831
   -101.00    0.0859    1.5941
   -100.00    0.0726    1.6041
    -99.00    0.0593    1.6133
    -98.00    0.0461    1.6215
    -97.00    0.0330    1.6287
    -96.00    0.0200    1.6350
    -95.00    0.0070    1.6404
    -94.00   -0.0060    1.6448
    -93.00   -0.0188    1.6482
    -92.00   -0.0316    1.6506
    -91.00   -0.0444    1.6521
    -90.00   -0.0570    1.6526
    -89.00   -0.0696    1.6521
    -88.00   -0.0822    1.6506
    -87.00   -0.0946    1.6482
    -86.00   -0.1070    1.6448
    -85.00   -0.1194    1.6404
    -84.00   -0.1316    1.6350
    -83.00   -0.1438    1.6287
    -82.00   -0.1559    1.6214
    -81.00   -0.1680    1.6132
    -80.00   -0.1799    1.6041
    -79.00   -0.1918    1.5940
    -78.00   -0.2036    1.5831
    -77.00   -0.2154    1.5712
    -76.00   -0.2270    1.5584
    -75.00   -0.2385    1.5448
    -74.00   -0.2499    1.5303
    -73.00   -0.2613    1.5150
    -72.00   -0.2725    1.4989
    -71.00   -0.2836    1.4819
    -70.00   -0.2946    1.4642
    -69.00   -0.3054    1.4457
    -68.00   -0.3161    1.4265
    -67.00   -0.3267    1.4066
    -66.00   -0.3371    1.3859
    -65.00   -0.3473    1.3646
    -64.00   -0.3573    1.3427
    -63.00   -0.3672    1.3201
    -62.00   -0.3768    1.2970
    -61.00   -0.3862    1.2732
    -60.00   -0.3954    1.2490
    -59.00   -0.4044    1.2242
    -58.00   -0.4130    1.1989
    -57.00   -0.4215    1.1732
    -56.00   -0.4296    1.1471
    -55.00   -0.4374    1.1205
    -54.00   -0.4449    1.0937
    -53.00   -0.4520    1.0664
    -52.00   -0.4588    1.0389
    -51.00   -0.4652    1.0112
    -50.00   -0.4712    0.9832
    -49.00   -0.4768    0.9550
    -48.00   -0.4820    0.9266
    -47.00   -0.4868    0.8981
    -46.00   -0.4911    0.8695
    -45.00   -0.4949    0.8409
    -44.00   -0.4982    0.8122
    -43.00   -0.5010    0.7835
    -42.00   -0.5034    0.7549
    -41.00   -0.5051    0.7264
    -40.00   -0.5064    0.6979
    -39.00   -0.5070    0.6696
    -38.00   -0.5072    0.6415
    -37.00   -0.5067    0.6136
    -36.00   -0.5057    0.5859
    -35.00   -0.5042    0.5585
    -34.00   -0.5021    0.5314
    -33.00   -0.4994    0.5047
    -32.00   -0.4963    0.4783
    -31.00   -0.4928    0.4523
    -30.00   -0.4889    0.4267
    -29.00   -0.4847    0.4016
    -28.00   -0.4805    0.3769
    -27.00   -0.4766    0.3527
    -26.00   -0.4732    0.3290
    -25.00   -0.4711    0.3058
    -24.00   -0.4712    0.2830
    -23.00   -0.4753    0.2606
    -22.00   -0.4861    0.2384
    -21.00   -0.5088    0.2162
    -20.00   -0.4752    0.2546
    -19.50   -0.4666    0.2518
    -18.50   -0.4288    0.2229
    -18.00   -0.4136    0.2147
    -17.50   -0.4004    0.2087
    -17.00   -0.3881    0.2032
    -16.50   -0.3764    0.1979
    -16.00   -0.3653    0.1927
    -15.50   -0.3548    0.1876
    -15.00   -0.3450    0.1827
    -14.50   -0.3365    0.1782
    -14.00   -0.3316    0.1754
    -13.50   -0.3336    0.1747
    -13.00   -0.3384    0.1737
    -12.50   -0.3403    0.1710
    -12.00   -0.3424    0.1677
    -11.50   -0.3095    0.1495
    -11.00   -0.3033    0.1440
    -10.50   -0.3025    0.1397
    -10.00   -0.3053    0.1358
     -9.50   -0.3112    0.1324
     -9.00   -0.3224    0.1299
     -8.50   -0.3446    0.1297
     -8.00   -0.3714    0.1298
     -7.50   -0.3995    0.1290
     -7.00   -0.4141    0.1263
     -6.50   -0.3923    0.1120
     -6.00   -0.4016    0.1081
     -5.50   -0.4100    0.1040
     -5.00   -0.4102    0.0995
     -4.50   -0.3911    0.0913
     -4.00   -0.3831    0.0875
     -3.50   -0.3128    0.0777
     -3.00   -0.2164    0.0689
     -2.50   -0.1324    0.0623
     -2.00   -0.0385    0.0594
     -1.50    0.1229    0.0423
     -1.00    0.2265    0.0382
     -0.50    0.3017    0.0359
      0.00    0.4018    0.0325
      0.50    0.4385    0.0327
      1.00    0.4986    0.0338
      1.50    0.5886    0.0346
      2.00    0.6335    0.0356
      2.50    0.6858    0.0366
      3.00    0.7819    0.0362
      3.50    0.8240    0.0371
      4.50    0.9795    0.0350
      5.00    1.0283    0.0347
      6.00    1.2314    0.0272
      6.50    1.3103    0.0249
      7.00    1.3490    0.0246
      7.50    1.3996    0.0243
      8.00    1.4268    0.0253
      8.50    1.4412    0.0272
      9.00    1.4526    0.0298
      9.50    1.4661    0.0327
     10.00    1.4858    0.0359
     10.50    1.5095    0.0392
     11.00    1.5432    0.0431
     11.50    1.5742    0.0472
     12.00    1.5797    0.0509
     12.50    1.6119    0.0568
     13.00    1.5989    0.0616
     13.50    1.6032    0.0658
     14.00    1.5826    0.0747
     14.50    1.5387    0.0834
     15.00    1.4825    0.0950
     15.50    1.4104    0.1107
     16.00    1.3178    0.1348
     16.50    1.1561    0.1982
     17.00    1.1145    0.2283
     17.50    1.1181    0.2362
     18.00    1.1651    0.2510
     18.50    1.1507    0.2624
     19.00    1.1314    0.2673
     19.50    1.1472    0.2764
     20.00    1.1642    0.2925
     21.00    1.1517    0.2049
     22.00    1.1319    0.2278
     23.00    1.1184    0.2514
     24.00    1.1103    0.2756
     25.00    1.1067    0.3005
     26.00    1.1069    0.3260
     27.00    1.1102    0.3521
     28.00    1.1160    0.3787
     29.00    1.1238    0.4059
     30.00    1.1333    0.4336
     31.00    1.1440    0.4618
     32.00    1.1556    0.4904
     33.00    1.1678    0.5195
     34.00    1.1804    0.5490
     35.00    1.1932    0.5789
     36.00    1.2060    0.6092
     37.00    1.2186    0.6398
     38.00    1.2309    0.6706
     39.00    1.2428    0.7017
     40.00    1.2540    0.7331
     41.00    1.2646    0.7646
     42.00    1.2744    0.7963
     43.00    1.2833    0.8281
     44.00    1.2913    0.8600
     45.00    1.2982    0.8919
     46.00    1.3041    0.9238
     47.00    1.3088    0.9557
     48.00    1.3124    0.9876
     49.00    1.3147    1.0193
     50.00    1.3157    1.0509
     51.00    1.3154    1.0823
     52.00    1.3138    1.1135
     53.00    1.3107    1.1444
     54.00    1.3062    1.1750
     55.00    1.3003    1.2053
     56.00    1.2929    1.2352
     57.00    1.2841    1.2647
     58.00    1.2737    1.2938
     59.00    1.2619    1.3224
     60.00    1.2485    1.3505
     61.00    1.2336    1.3780
     62.00    1.2173    1.4049
     63.00    1.1994    1.4313
     64.00    1.1800    1.4569
     65.00    1.1591    1.4819
     66.00    1.1367    1.5062
     67.00    1.1128    1.5298
     68.00    1.0875    1.5526
     69.00    1.0608    1.5745
     70.00    1.0326    1.5957
     71.00    1.0031    1.6160
     72.00    0.9722    1.6354
     73.00    0.9400    1.6539
     74.00    0.9066    1.6715
     75.00    0.8718    1.6881
     76.00    0.8359    1.7038
     77.00    0.7988    1.7184
     78.00    0.7606    1.7321
     79.00    0.7213    1.7447
     80.00    0.6810    1.7563
     81.00    0.6397    1.7669
     82.00    0.5976    1.7763
     83.00    0.5545    1.7847
     84.00    0.5107    1.7920
     85.00    0.4661    1.7982
     86.00    0.4208    1.8033
     87.00    0.3749    1.8073
     88.00    0.3285    1.8101
     89.00    0.2816    1.8118
     90.00    0.2342    1.8124
     91.00    0.1866    1.8119
     92.00    0.1386    1.8102
     93.00    0.0904    1.8075
     94.00    0.0421    1.8036
     95.00   -0.0062    1.7985
     96.00   -0.0546    1.7924
     97.00   -0.1028    1.7852
     98.00   -0.1509    1.7769
     99.00   -0.1988    1.7675
    100.00   -0.2464    1.7570
    101.00   -0.2936    1.7455
    102.00   -0.3403    1.7329
    103.00   -0.3865    1.7194
    104.00   -0.4321    1.7048
    105.00   -0.4771    1.6892
    106.00   -0.5213    1.6726
    107.00   -0.5647    1.6551
    108.00   -0.6072    1.6367
    109.00   -0.6535    1.6174
    110.00   -0.6940    1.5972
    111.00   -0.7334    1.5762
    112.00   -0.7717    1.5543
    113.00   -0.8088    1.5316
    114.00   -0.8447    1.5082
    115.00   -0.8792    1.4840
    116.00   -0.9124    1.4591
    117.00   -0.9442    1.4336
    118.00   -0.9746    1.4073
    119.00   -1.0034    1.3805
    120.00   -1.0308    1.3531
    121.00   -1.0565    1.3252
    122.00   -1.0806    1.2968
    123.00   -1.1031    1.2679
    124.00   -1.1239    1.2385
    125.00   -1.1430    1.2088
    126.00   -1.1603    1.1787
    127.00   -1.1759    1.1482
    128.00   -1.1897    1.1175
    129.00   -1.2018    1.0865
    130.00   -1.2120    1.0554
    131.00   -1.2205    1.0240
    132.00   -1.2271    0.9926
    133.00   -1.2320    0.9610
    134.00   -1.2350    0.9294
    135.00   -1.2363    0.8978
    136.00   -1.2357    0.8662
    137.00   -1.2334    0.8346
    138.00   -1.2294    0.8032
    139.00   -1.2236    0.7719
    140.00   -1.2161    0.7408
    141.00   -1.2069    0.7099
    142.00   -1.1961    0.6793
    143.00   -1.1837    0.6489
    144.00   -1.1698    0.6189
    145.00   -1.1543    0.5892
    146.00   -1.1373    0.5600
    147.00   -1.1189    0.5312
    148.00   -1.0991    0.5029
    149.00   -1.0780    0.4750
    150.00   -1.0556    0.4477
    151.00   -1.0321    0.4210
    152.00   -1.0075    0.3949
    153.00   -0.9818    0.3694
    154.00   -0.9552    0.3446
    155.00   -0.9277    0.3205
    156.00   -0.8995    0.2971
    157.00   -0.8707    0.2744
    158.00   -0.8414    0.2525
    159.00   -0.8118    0.2315
    160.00   -0.7822    0.2112
    161.00   -0.7527    0.1918
    162.00   -0.7237    0.1733
    163.00   -0.6957    0.1556
    164.00   -0.6693    0.1389
    165.00   -0.6453    0.1231
    166.00   -0.6250    0.1082
    167.00   -0.6100    0.0943
    168.00   -0.6030    0.0814
    169.00   -0.6075    0.0694
    170.00   -0.6278    0.0585
    171.00   -0.6679    0.0486
    172.00   -0.7257    0.0397
    173.00   -0.7838    0.0318
    174.00   -0.8050    0.0250
    175.00   -0.7573    0.0192
    176.00   -0.6467    0.0144
    177.00   -0.5047    0.0107
    178.00   -0.3549    0.0081
    179.00   -0.2045    0.0065
    180.00   -0.0541    0.0060
    180.00   -0.0541    0.0060
