AeroDyn airfoil file Created with QBlade v0.963 64bit on 04.04.2021 at 22:21:37 Compatible with AeroDyn v13.0.
Polar "T1_Re0.082_M0.00_N9.0 360 M" on Foil "T1_Re0.082_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
10.00          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-0.11          Angle of attack for zero Cn for linear Cn curve (deg)
7.68375        Cn slope for zero lift for linear Cn curve (1/rad)
-0.7286        Cn at stall value for positive angle of attack for linear Cn curve
-0.7009        Cn at stall value for negative angle of attack for linear Cn curve
-1.50          Angle of attack for minimum CD (deg)
0.0141         Minimum CD value
    -55.00   -0.8278    1.1559
    -54.00   -0.8337    1.1278
    -53.00   -0.8387    1.0993
    -52.00   -0.8427    1.0706
    -51.00   -0.8459    1.0416
    -50.00   -0.8481    1.0123
    -49.00   -0.8494    0.9829
    -48.00   -0.8498    0.9534
    -47.00   -0.8493    0.9237
    -46.00   -0.8479    0.8939
    -45.00   -0.8455    0.8641
    -44.00   -0.8423    0.8343
    -43.00   -0.8383    0.8045
    -42.00   -0.8333    0.7748
    -41.00   -0.8275    0.7451
    -40.00   -0.8208    0.7156
    -39.00   -0.8133    0.6863
    -38.00   -0.8051    0.6571
    -37.00   -0.7960    0.6282
    -36.00   -0.7862    0.5996
    -35.00   -0.7757    0.5713
    -34.00   -0.7645    0.5433
    -33.00   -0.7527    0.5156
    -32.00   -0.7403    0.4884
    -31.00   -0.7275    0.4616
    -30.00   -0.7143    0.4352
    -29.00   -0.7010    0.4093
    -28.00   -0.6877    0.3838
    -27.00   -0.6748    0.3589
    -26.00   -0.6628    0.3344
    -25.00   -0.6525    0.3104
    -24.00   -0.6450    0.2868
    -23.00   -0.6423    0.2635
    -22.00   -0.6479    0.2402
    -21.00   -0.6676    0.2167
    -20.00   -0.6824    0.2552
    -19.50   -0.6708    0.2473
    -19.00   -0.6590    0.2403
    -18.50   -0.6492    0.2360
    -18.00   -0.6430    0.2337
    -17.50   -0.6382    0.2311
    -17.00   -0.6298    0.2265
    -16.50   -0.6185    0.2205
    -16.00   -0.5926    0.1975
    -15.50   -0.5728    0.1878
    -15.00   -0.5582    0.1811
    -14.50   -0.5452    0.1750
    -14.00   -0.5337    0.1693
    -13.50   -0.5258    0.1645
    -13.00   -0.5279    0.1631
    -12.50   -0.5250    0.1592
    -12.00   -0.5187    0.1533
    -11.50   -0.5005    0.1367
    -10.50   -0.4707    0.1223
    -10.00   -0.4669    0.1161
     -9.50   -0.4796    0.1134
     -9.00   -0.4862    0.1086
     -8.50   -0.4876    0.0949
     -8.00   -0.4646    0.0878
     -7.50   -0.4697    0.0815
     -7.00   -0.4787    0.0739
     -6.50   -0.4911    0.0571
     -5.00   -0.4176    0.0328
     -4.50   -0.3807    0.0320
     -4.00   -0.3361    0.0256
     -3.50   -0.2870    0.0216
     -3.00   -0.2370    0.0177
     -2.50   -0.2123    0.0143
     -2.00   -0.1978    0.0142
     -1.50   -0.1135    0.0141
     -1.00   -0.0782    0.0142
     -0.50   -0.0358    0.0147
      0.00    0.0102    0.0155
      0.50    0.1174    0.0167
      1.00    0.2095    0.0174
      1.50    0.3018    0.0178
      2.00    0.3953    0.0177
      2.50    0.4846    0.0173
      3.00    0.5616    0.0168
      3.50    0.6281    0.0163
      4.00    0.6870    0.0161
      4.50    0.7357    0.0165
      5.00    0.7825    0.0169
      5.50    0.8253    0.0177
      6.00    0.8650    0.0189
      6.50    0.8995    0.0207
      7.00    0.9335    0.0234
      7.50    0.9729    0.0274
      8.50    1.0306    0.0356
      9.00    1.0593    0.0400
     10.00    1.0596    0.0580
     10.50    1.0326    0.0656
     11.00    0.9938    0.0746
     12.50    0.8565    0.1284
     13.00    0.8475    0.1412
     13.50    0.8442    0.1532
     14.00    0.8299    0.1718
     14.50    0.8378    0.1805
     15.00    0.8535    0.1899
     16.50    0.8843    0.2265
     17.00    0.8766    0.2293
     17.50    0.8831    0.2380
     18.00    0.8922    0.2476
     18.50    0.9033    0.2575
     19.00    0.9308    0.2750
     19.50    0.9359    0.2923
     20.00    0.9354    0.3003
     21.00    0.9109    0.2000
     22.00    0.9161    0.2209
     23.00    0.9212    0.2427
     24.00    0.9264    0.2654
     25.00    0.9317    0.2888
     26.00    0.9369    0.3130
     27.00    0.9423    0.3379
     28.00    0.9476    0.3635
     29.00    0.9529    0.3897
     30.00    0.9582    0.4165
     31.00    0.9633    0.4439
     32.00    0.9683    0.4718
     33.00    0.9731    0.5002
     34.00    0.9776    0.5290
     35.00    0.9818    0.5582
     36.00    0.9857    0.5879
     37.00    0.9892    0.6178
     38.00    0.9923    0.6480
     39.00    0.9949    0.6786
     40.00    0.9970    0.7093
     41.00    0.9986    0.7402
     42.00    0.9996    0.7713
     43.00    1.0000    0.8024
     44.00    0.9997    0.8337
     45.00    0.9988    0.8650
     46.00    0.9972    0.8962
     47.00    0.9949    0.9275
     48.00    0.9918    0.9586
     49.00    0.9880    0.9897
     50.00    0.9834    1.0206
     51.00    0.9780    1.0513
     52.00    0.9719    1.0817
     53.00    0.9649    1.1119
     54.00    0.9571    1.1418
     55.00    0.9485    1.1714
     56.00    0.9390    1.2006
     57.00    0.9287    1.2294
     58.00    0.9175    1.2577
     59.00    0.9055    1.2856
     60.00    0.8927    1.3129
     61.00    0.8790    1.3397
     62.00    0.8645    1.3659
     63.00    0.8491    1.3916
     64.00    0.8329    1.4165
     65.00    0.8159    1.4409
     66.00    0.7980    1.4645
     67.00    0.7794    1.4874
     68.00    0.7600    1.5095
     69.00    0.7397    1.5309
     70.00    0.7188    1.5514
     71.00    0.6970    1.5711
     72.00    0.6746    1.5900
     73.00    0.6514    1.6080
     74.00    0.6276    1.6251
     75.00    0.6030    1.6412
     76.00    0.5779    1.6564
     77.00    0.5521    1.6707
     78.00    0.5257    1.6840
     79.00    0.4987    1.6963
     80.00    0.4711    1.7076
     81.00    0.4431    1.7178
     82.00    0.4145    1.7271
     83.00    0.3855    1.7353
     84.00    0.3561    1.7424
     85.00    0.3263    1.7485
     86.00    0.2961    1.7535
     87.00    0.2655    1.7574
     88.00    0.2347    1.7603
     89.00    0.2035    1.7621
     90.00    0.1722    1.7627
     91.00    0.1407    1.7624
     92.00    0.1090    1.7609
     93.00    0.0771    1.7583
     94.00    0.0452    1.7547
     95.00    0.0133    1.7500
     96.00   -0.0187    1.7442
     97.00   -0.0506    1.7373
     98.00   -0.0824    1.7294
     99.00   -0.1142    1.7205
    100.00   -0.1457    1.7105
    101.00   -0.1771    1.6995
    102.00   -0.2083    1.6876
    103.00   -0.2392    1.6746
    104.00   -0.2698    1.6606
    105.00   -0.3000    1.6457
    106.00   -0.3299    1.6299
    107.00   -0.3593    1.6131
    108.00   -0.3882    1.5955
    109.00   -0.4360    1.5770
    110.00   -0.4635    1.5576
    111.00   -0.4904    1.5374
    112.00   -0.5168    1.5164
    113.00   -0.5425    1.4946
    114.00   -0.5675    1.4721
    115.00   -0.5918    1.4488
    116.00   -0.6153    1.4249
    117.00   -0.6380    1.4003
    118.00   -0.6600    1.3750
    119.00   -0.6810    1.3492
    120.00   -0.7012    1.3228
    121.00   -0.7205    1.2959
    122.00   -0.7389    1.2684
    123.00   -0.7562    1.2405
    124.00   -0.7726    1.2122
    125.00   -0.7880    1.1834
    126.00   -0.8023    1.1543
    127.00   -0.8156    1.1249
    128.00   -0.8278    1.0952
    129.00   -0.8388    1.0652
    130.00   -0.8488    1.0350
    131.00   -0.8576    1.0046
    132.00   -0.8653    0.9741
    133.00   -0.8718    0.9435
    134.00   -0.8771    0.9128
    135.00   -0.8813    0.8821
    136.00   -0.8842    0.8514
    137.00   -0.8860    0.8207
    138.00   -0.8866    0.7901
    139.00   -0.8859    0.7596
    140.00   -0.8841    0.7293
    141.00   -0.8811    0.6992
    142.00   -0.8769    0.6693
    143.00   -0.8715    0.6397
    144.00   -0.8649    0.6104
    145.00   -0.8572    0.5814
    146.00   -0.8483    0.5528
    147.00   -0.8383    0.5246
    148.00   -0.8271    0.4968
    149.00   -0.8149    0.4695
    150.00   -0.8016    0.4428
    151.00   -0.7873    0.4166
    152.00   -0.7720    0.3909
    153.00   -0.7558    0.3659
    154.00   -0.7386    0.3414
    155.00   -0.7206    0.3177
    156.00   -0.7018    0.2947
    157.00   -0.6823    0.2723
    158.00   -0.6622    0.2507
    159.00   -0.6416    0.2299
    160.00   -0.6206    0.2099
    161.00   -0.5994    0.1907
    162.00   -0.5783    0.1724
    163.00   -0.5575    0.1549
    164.00   -0.5375    0.1383
    165.00   -0.5189    0.1226
    166.00   -0.5023    0.1079
    167.00   -0.4889    0.0941
    168.00   -0.4802    0.0812
    169.00   -0.4782    0.0693
    170.00   -0.4850    0.0584
    171.00   -0.5027    0.0485
    172.00   -0.5300    0.0397
    173.00   -0.5586    0.0318
    174.00   -0.5691    0.0250
    175.00   -0.5398    0.0192
    176.00   -0.4650    0.0145
    177.00   -0.3595    0.0108
    178.00   -0.2420    0.0081
    179.00   -0.1221    0.0065
    180.00   -0.0021    0.0060
    180.00   -0.0021    0.0060
