AeroDyn airfoil file Created with QBlade v0.963 64bit on 04.04.2021 at 22:21:37 Compatible with AeroDyn v13.0.
Polar "T1_Re0.082_M0.00_N9.0 360 M" on Foil "T1_Re0.082_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
14.50          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-4.00          Angle of attack for zero Cn for linear Cn curve (deg)
7.79378        Cn slope for zero lift for linear Cn curve (1/rad)
-0.4109        Cn at stall value for positive angle of attack for linear Cn curve
-0.4768        Cn at stall value for negative angle of attack for linear Cn curve
-2.50          Angle of attack for minimum CD (deg)
0.0325         Minimum CD value
    -70.00   -0.2372    1.4352
    -69.00   -0.2467    1.4171
    -68.00   -0.2561    1.3983
    -67.00   -0.2654    1.3788
    -66.00   -0.2746    1.3586
    -65.00   -0.2838    1.3378
    -64.00   -0.2928    1.3163
    -63.00   -0.3018    1.2942
    -62.00   -0.3106    1.2716
    -61.00   -0.3193    1.2484
    -60.00   -0.3279    1.2246
    -59.00   -0.3362    1.2004
    -58.00   -0.3444    1.1757
    -57.00   -0.3524    1.1505
    -56.00   -0.3602    1.1249
    -55.00   -0.3678    1.0990
    -54.00   -0.3750    1.0727
    -53.00   -0.3820    1.0460
    -52.00   -0.3887    1.0191
    -51.00   -0.3951    0.9919
    -50.00   -0.4012    0.9645
    -49.00   -0.4069    0.9369
    -48.00   -0.4122    0.9091
    -47.00   -0.4171    0.8812
    -46.00   -0.4217    0.8532
    -45.00   -0.4257    0.8251
    -44.00   -0.4293    0.7970
    -43.00   -0.4325    0.7689
    -42.00   -0.4351    0.7409
    -41.00   -0.4372    0.7129
    -40.00   -0.4389    0.6850
    -39.00   -0.4399    0.6573
    -38.00   -0.4404    0.6297
    -37.00   -0.4404    0.6023
    -36.00   -0.4398    0.5752
    -35.00   -0.4386    0.5483
    -34.00   -0.4369    0.5217
    -33.00   -0.4346    0.4955
    -32.00   -0.4319    0.4696
    -31.00   -0.4287    0.4441
    -30.00   -0.4250    0.4189
    -29.00   -0.4211    0.3943
    -28.00   -0.4170    0.3700
    -27.00   -0.4130    0.3462
    -26.00   -0.4094    0.3229
    -25.00   -0.4067    0.3000
    -24.00   -0.4056    0.2776
    -23.00   -0.4075    0.2555
    -22.00   -0.4143    0.2336
    -21.00   -0.4295    0.2118
    -20.00   -0.4113    0.2307
    -19.50   -0.3973    0.2251
    -19.00   -0.3837    0.2200
    -18.50   -0.3721    0.2167
    -18.00   -0.3654    0.2164
    -17.50   -0.3627    0.2159
    -17.00   -0.3612    0.2145
    -16.50   -0.3216    0.1939
    -16.00   -0.3062    0.1877
    -15.50   -0.2934    0.1823
    -15.00   -0.2824    0.1772
    -14.50   -0.2759    0.1733
    -14.00   -0.2845    0.1736
    -13.50   -0.2935    0.1726
    -13.00   -0.2554    0.1571
    -12.50   -0.2450    0.1518
    -12.00   -0.2431    0.1477
    -11.50   -0.2571    0.1462
    -11.00   -0.2935    0.1483
    -10.50   -0.3251    0.1486
    -10.00   -0.2897    0.1363
     -9.50   -0.2989    0.1336
     -9.00   -0.3190    0.1319
     -8.50   -0.3489    0.1324
     -8.00   -0.2984    0.1224
     -7.50   -0.2734    0.1141
     -7.00   -0.2351    0.1079
     -6.50   -0.2670    0.1046
     -6.00   -0.2024    0.0970
     -5.50   -0.2443    0.0937
     -5.00   -0.1967    0.0883
     -4.50   -0.1860    0.0832
     -4.00    0.0018    0.0443
     -3.50    0.1104    0.0385
     -3.00    0.2107    0.0359
     -2.50    0.3186    0.0325
     -2.00    0.3445    0.0341
     -1.50    0.3676    0.0361
     -1.00    0.4276    0.0368
     -0.50    0.4413    0.0387
      0.00    0.4706    0.0398
      0.50    0.5443    0.0395
      1.00    0.6290    0.0389
      1.50    0.6264    0.0423
      2.00    0.6816    0.0429
      2.50    0.7631    0.0418
      3.00    0.8472    0.0399
      3.50    0.7923    0.0465
      4.00    0.9026    0.0459
      4.50    1.0244    0.0433
      5.00    1.1328    0.0421
      5.50    1.0743    0.0517
      6.00    1.1752    0.0480
      6.50    1.3143    0.0418
      7.00    1.1994    0.0578
      7.50    1.3124    0.0506
      8.00    1.5421    0.0360
      8.50    1.5211    0.0393
      9.00    1.6414    0.0352
      9.50    1.6238    0.0379
     10.00    1.6692    0.0378
     10.50    1.6722    0.0399
     11.00    1.6688    0.0435
     11.50    1.6590    0.0486
     12.00    1.6572    0.0538
     12.50    1.6754    0.0580
     13.00    1.6879    0.0627
     13.50    1.7190    0.0672
     14.00    1.7174    0.0736
     14.50    1.7345    0.0785
     15.00    1.7284    0.0867
     15.50    1.6773    0.0983
     16.00    1.5880    0.1168
     16.50    1.2444    0.2225
     17.50    1.2079    0.2605
     18.00    1.2642    0.2806
     18.50    1.2015    0.2843
     19.00    1.2210    0.2928
     19.50    1.2648    0.3125
     20.00    1.2041    0.3178
     21.00    1.3456    0.1864
     22.00    1.3157    0.2096
     23.00    1.2921    0.2336
     24.00    1.2742    0.2583
     25.00    1.2614    0.2836
     26.00    1.2531    0.3095
     27.00    1.2484    0.3360
     28.00    1.2470    0.3630
     29.00    1.2482    0.3904
     30.00    1.2516    0.4184
     31.00    1.2567    0.4468
     32.00    1.2632    0.4757
     33.00    1.2708    0.5049
     34.00    1.2791    0.5345
     35.00    1.2879    0.5645
     36.00    1.2970    0.5948
     37.00    1.3061    0.6254
     38.00    1.3151    0.6563
     39.00    1.3239    0.6873
     40.00    1.3323    0.7186
     41.00    1.3401    0.7501
     42.00    1.3473    0.7817
     43.00    1.3537    0.8134
     44.00    1.3593    0.8452
     45.00    1.3640    0.8769
     46.00    1.3677    0.9087
     47.00    1.3703    0.9405
     48.00    1.3718    0.9722
     49.00    1.3722    1.0037
     50.00    1.3713    1.0351
     51.00    1.3691    1.0663
     52.00    1.3657    1.0973
     53.00    1.3609    1.1281
     54.00    1.3547    1.1585
     55.00    1.3471    1.1886
     56.00    1.3381    1.2183
     57.00    1.3277    1.2476
     58.00    1.3159    1.2765
     59.00    1.3025    1.3049
     60.00    1.2878    1.3328
     61.00    1.2715    1.3602
     62.00    1.2538    1.3869
     63.00    1.2346    1.4131
     64.00    1.2139    1.4386
     65.00    1.1918    1.4634
     66.00    1.1683    1.4875
     67.00    1.1433    1.5109
     68.00    1.1169    1.5335
     69.00    1.0891    1.5554
     70.00    1.0600    1.5764
     71.00    1.0295    1.5965
     72.00    0.9977    1.6158
     73.00    0.9647    1.6342
     74.00    0.9303    1.6516
     75.00    0.8948    1.6682
     76.00    0.8581    1.6837
     77.00    0.8203    1.6983
     78.00    0.7814    1.7119
     79.00    0.7414    1.7244
     80.00    0.7005    1.7359
     81.00    0.6586    1.7464
     82.00    0.6158    1.7558
     83.00    0.5722    1.7642
     84.00    0.5278    1.7714
     85.00    0.4826    1.7776
     86.00    0.4369    1.7827
     87.00    0.3905    1.7866
     88.00    0.3436    1.7895
     89.00    0.2962    1.7912
     90.00    0.2484    1.7918
     91.00    0.2002    1.7913
     92.00    0.1518    1.7897
     93.00    0.1031    1.7870
     94.00    0.0544    1.7831
     95.00    0.0055    1.7782
     96.00   -0.0433    1.7721
     97.00   -0.0921    1.7650
     98.00   -0.1407    1.7568
     99.00   -0.1891    1.7475
    100.00   -0.2372    1.7371
    101.00   -0.2850    1.7257
    102.00   -0.3323    1.7133
    103.00   -0.3792    1.6998
    104.00   -0.4255    1.6854
    105.00   -0.4711    1.6700
    106.00   -0.5160    1.6536
    107.00   -0.5602    1.6363
    108.00   -0.6100    1.6180
    109.00   -0.6523    1.5989
    110.00   -0.6936    1.5789
    111.00   -0.7339    1.5581
    112.00   -0.7731    1.5364
    113.00   -0.8112    1.5140
    114.00   -0.8480    1.4908
    115.00   -0.8836    1.4668
    116.00   -0.9179    1.4422
    117.00   -0.9508    1.4169
    118.00   -0.9823    1.3909
    119.00   -1.0123    1.3644
    120.00   -1.0409    1.3373
    121.00   -1.0678    1.3096
    122.00   -1.0933    1.2815
    123.00   -1.1171    1.2529
    124.00   -1.1392    1.2238
    125.00   -1.1597    1.1944
    126.00   -1.1784    1.1646
    127.00   -1.1955    1.1345
    128.00   -1.2108    1.1041
    129.00   -1.2243    1.0734
    130.00   -1.2361    1.0426
    131.00   -1.2460    1.0116
    132.00   -1.2542    0.9805
    133.00   -1.2606    0.9492
    134.00   -1.2651    0.9180
    135.00   -1.2679    0.8867
    136.00   -1.2689    0.8554
    137.00   -1.2682    0.8243
    138.00   -1.2656    0.7932
    139.00   -1.2614    0.7622
    140.00   -1.2554    0.7315
    141.00   -1.2477    0.7009
    142.00   -1.2383    0.6706
    143.00   -1.2274    0.6406
    144.00   -1.2148    0.6110
    145.00   -1.2007    0.5817
    146.00   -1.1851    0.5528
    147.00   -1.1680    0.5243
    148.00   -1.1495    0.4963
    149.00   -1.1296    0.4688
    150.00   -1.1085    0.4419
    151.00   -1.0861    0.4155
    152.00   -1.0626    0.3897
    153.00   -1.0381    0.3645
    154.00   -1.0125    0.3400
    155.00   -0.9861    0.3162
    156.00   -0.9590    0.2931
    157.00   -0.9312    0.2707
    158.00   -0.9029    0.2491
    159.00   -0.8744    0.2283
    160.00   -0.8458    0.2083
    161.00   -0.8175    0.1892
    162.00   -0.7899    0.1709
    163.00   -0.7635    0.1535
    164.00   -0.7389    0.1370
    165.00   -0.7173    0.1214
    166.00   -0.7000    0.1067
    167.00   -0.6891    0.0930
    168.00   -0.6873    0.0803
    169.00   -0.6978    0.0685
    170.00   -0.7234    0.0577
    171.00   -0.7629    0.0479
    172.00   -0.8049    0.0392
    173.00   -0.8243    0.0314
    174.00   -0.7957    0.0247
    175.00   -0.7166    0.0190
    176.00   -0.6066    0.0143
    177.00   -0.4858    0.0107
    178.00   -0.3634    0.0081
    179.00   -0.2410    0.0065
    180.00   -0.1186    0.0060
    180.00   -0.1186    0.0060
